,REPORTED_TERM,DESC_CODED,LLT_NAME_COMPL,PT_NAME_COMPL,HLT_NAME_COMPL,HLGT_NAME_COMPL,SOC_CODE,INC_CODE_J,ART_CODE,INC_CODE
37865,THE LESION DID NOT IMPROVE.,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
37887,MULTIPLE ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
37938,THE PATIENT RECEIVED LORAZEPAM WHICH IS RELATIVELY CONTRAINDICATED IN OSA,Contraindicated product administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
37952,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
37966,MULTIPLE ORGAN FAILURE,multiple organ failure,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028237,10077361,10028237
38024,THE PATIENT DEVELOPED SUSPECTED INDUCTION OF PSYCHOTIC SYMPTOMS,Psychotic symptom,PSYCHOTIC SYMPTOM,PSYCHOTIC SYMPTOM,PSYCHOTIC DISORDER NEC,SCHIZOPHRENIA AND OTHER PSYCHOTIC DISORDERS,10037175,10079254,10079254,10079254
38039,MITOMYCIN C USED FOR ADVANCED UNCONTROLLED PRIMARY OPEN-ANGLE GLAUCOMA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
38158,TUMEFACTIVE DEMYELINATING LESIONS,tumefactive demyelinating lesions,TUMEFACTIVE MULTIPLE SCLEROSIS,TUMEFACTIVE MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS ACUTE AND PROGRESSIVE,DEMYELINATING DISORDERS,10029205,10078556,10078556,10078556
38169,STRONG SYMPATHETIC ACTIVATION,Paroxysmal sympathetic hyperactivity,PAROXYSMAL SYMPATHETIC HYPERACTIVITY,PAROXYSMAL SYMPATHETIC HYPERACTIVITY,AUTONOMIC NERVOUS SYSTEM DISORDERS,NEUROMUSCULAR DISORDERS,10029205,10078476,10078476,10078476
38218,TADALAFIL-ASSOCIATED RECURRENT FIXED DRUG ERUPTION FOLLOWING ITS ABUSE,Fixed eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
38336,DIAGNOSED THE MEDIASTINAL TUMOR AS HAVING HISTOLOGIC AND IMMUNOHISTOCHEMICAL FEATURES OF MONOPHASIC SYNOVIAL SARCOMA.SHE WAS GIVEN TWO CYCLES OF ADJUVANT CHEMOTHERAPY USING DOCETAXEL (,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
38341,CONTACT ALLERGY TO BENZALKONIUM CHLORIDE,Allergic reaction to excipient,ALLERGIC REACTION TO EXCIPIENT,ALLERGIC REACTION TO EXCIPIENT,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10078853,10078853,10078853
38359,SEVERITY OF THE PAIN PREVENTED HER FROM MOVING INDEPENDENTLY,Activities of daily living impaired,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
38393,PATIENT’S NEUROLOGICAL STATUS HAD PROGRESSED DUE TO THE IMMUNE PROCESS,Neuromyelitis optica,NEUROMYELITIS OPTICA,NEUROMYELITIS OPTICA SPECTRUM DISORDER,DEMYELINATING DISORDERS NEC,DEMYELINATING DISORDERS,10029205,10029322,10077875,10029322
38405,EROSIONS OF THE PALATE AND LIPS,palate injury,PALATE INJURY,PALATE INJURY,SITE SPECIFIC INJURIES NEC,INJURIES NEC,10022117,10079812,10079812,10079812
38444,CONTRAINDICATED PRODUCT ADMINISTERED,Contraindicated product administered,CONTRAINDICATED PRODUCT ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10078504,10078504,10078504
38475,FACIAL DROOP,facial droop,FACIAL DROOP,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016044,10016062,10016044
38502,REFRACTORY TO THE AMIODARONE THERAPY,Therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
38541,PROPRANOLOL USED FOR ARRYTHMIA,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
38545,MULTIORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028162
38568,METHOTREXATE ASSOCIATED EPSTEIN-BARR VIRUS MUCOCUTANEOUS ULCER,Epstein Barr virus positive mucocutaneous ulcer,EPSTEIN BARR VIRUS POSITIVE MUCOCUTANEOUS ULCER,EPSTEIN BARR VIRUS POSITIVE MUCOCUTANEOUS ULCER,LYMPHOPROLIFERATIVE DISORDERS NEC (EXCL LEUKAEMIAS AND LYMPHOMAS),HAEMATOPOIETIC NEOPLASMS (EXCL LEUKAEMIAS AND LYMPHOMAS),10029104,10079386,10079386,10079386
38599,MYCOPHENOLATE MOFETIL USED FOR TREATMENT OF CROHN'S DISEASE,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
38675,ANTERIOR TIBIAL AND DORSALIS PEDIS ARTERY OCCLUSION,Peripheral artery occlusion,TIBIAL ARTERY OCCLUSION,PERIPHERAL ARTERY OCCLUSION,"PERIPHERAL VASOCONSTRICTION, NECROSIS AND VASCULAR INSUFFICIENCY","ARTERIOSCLEROSIS, STENOSIS, VASCULAR INSUFFICIENCY AND NECROSIS",10047065,10077772,10057525,10077772
38677,DIFFUSE ESOPHAGEAL WALL THICKENING,Mucosal hypertrophy,MUCOSAL THICKENING,MUCOSAL HYPERTROPHY,MUCOSAL FINDINGS ABNORMAL,GENERAL SYSTEM DISORDERS NEC,10018065,10079674,10079674,10080991
38747,DYSMETRIA/MILD BILATERAL DYSMETRIA,dysmetria,DYSMETRIA,DYSMETRIA,COORDINATION AND BALANCE DISTURBANCES,NEUROLOGICAL DISORDERS NEC,10029205,10013936,10013936,10013936
38871,"JC VIRUS POSITIVE (6,283,000 COPIES/ML)",JC polyomavirus test positive,JC VIRUS TEST POSITIVE,JC POLYOMAVIRUS TEST POSITIVE,VIRUS IDENTIFICATION AND SEROLOGY,MICROBIOLOGY AND SEROLOGY INVESTIGATIONS,10022891,10068795,10070356,10068795
39029,OVERSEDATION,Sedation complication,OVERSEDATION,SEDATION COMPLICATION,ANAESTHETIC AND ALLIED PROCEDURAL COMPLICATIONS,PROCEDURAL RELATED INJURIES AND COMPLICATIONS NEC,10022117,10033305,10079741,10033305
39081,METRONIDAZOLE USED IN CHORIOAMNIONITIS,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
39153,PULMONARY PARACOCCIDIOIDOMYCOSIS,Pulmonary paracoccidioidomycosis,PULMONARY PARACOCCIDIOIDOMYCOSIS,PULMONARY PARACOCCIDIOIDOMYCOSIS,PARACOCCIDIOIDES INFECTIONS,FUNGAL INFECTIOUS DISORDERS,10021881,10080468,10080468,10080468
39161,"USED PLEX, MIRTAZAPINE, STEROIDS, AND MARAVI-ROC. HOWEVER, SHE CONTINUED TO CLINICALLY WORSEN",Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
39162,EOSINOPHILIC PLEURAL EFFUSION,Eosinophilic pleural effusion,EOSINOPHILIC PLEURAL EFFUSION,EOSINOPHILIC PLEURAL EFFUSION,PNEUMOTHORAX AND PLEURAL EFFUSIONS NEC,PLEURAL DISORDERS,10038738,10080148,10080148,10080148
39186,EXCESSIVE SEDATION,sedation excessive,SEDATION EXCESSIVE,SEDATION COMPLICATION,ANAESTHETIC AND ALLIED PROCEDURAL COMPLICATIONS,PROCEDURAL RELATED INJURIES AND COMPLICATIONS NEC,10022117,10039898,10079741,10039898
39203,LIVER FUNCTION TEST INCREASED/FURTHER INCREASE OF LIVER FUNCTION TEST VALUES/INCREASED AMINOTRANSFERASE VALUES,Liver function test increased,LIVER FUNCTION TEST INCREASED,LIVER FUNCTION TEST INCREASED,LIVER FUNCTION ANALYSES,HEPATOBILIARY INVESTIGATIONS,10022891,10077692,10077692,10077692
39282,PARENTAL PHYSICAL RESTRAINT TO PREVENT FURTHER INJURY. CAR RIDES AND IBUPROFEN PROVIDED,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39292,WITHDRAWAL,Withdrawal catatonia,WITHDRAWAL CATATONIA,WITHDRAWAL CATATONIA,DECREASED PHYSICAL ACTIVITY LEVELS,CHANGES IN PHYSICAL ACTIVITY,10037175,10081010,10081010,10081010
39390,INTRAVENOUS INFUSION OF PIRACETAM/INVOLUNTARY MOVEMENT. WITH RHYTHMIC CONTRACTIONS (100 - 120/MIN,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39487,THE PATIENT USED PROPRANOLOL HYDROCHLORIDE FOR INFANTILE HEMANGIOMAS WITH NO ADVERSE EVENT (DRUG USE FOR UNAPPROVED INDICATION),drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39500,CHURG STRAUSS SYNDROME,Eosinophilic granulomatosis with polyangiitis,CHURG STRAUSS SYNDROME,EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,VASCULITIDES,IMMUNE DISORDERS NEC,10021428,10009164,10078117,10009164
39503,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39661,PATIENT WAS UNABLE TO WORK FOR ALMOST FOUR MONTHS,activities of daily living impaired,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
39678,"IN BRAIN MRI, SHOWED JUST MILD GENERALIZED CORTICAL ATROPHY, MUCOSAL THICKENING WITH ENHANCEMENT AT ALL PARANASAL SINUSES",mucosal thickening,MUCOSAL THICKENING,MUCOSAL HYPERTROPHY,MUCOSAL FINDINGS ABNORMAL,GENERAL SYSTEM DISORDERS NEC,10018065,10080991,10079674,10080991
39692,"APPARENT MINERALOCORTICOID EXCESS SYNDOME SECONDARY TO HIGH-DOSE
ITRACONAZOLE",Apparent mineralocorticoid excess,APPARENT MINERALOCORTICOID EXCESS,APPARENT MINERALOCORTICOID EXCESS,ENDOCRINE DISORDERS CONGENITAL NEC,ENDOCRINE DISORDERS CONGENITAL,10010331,10080229,10080229,10080229
39705,MILD SYMPTOMS OF NORMOCYTIC ANEMIA,Normocytic anemia,NORMOCYTIC ANEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029785,10029784,10029785
39711,THE PATIENT WAS ADMINISTERED CYCLOPHOSPHAMIDE AND VINCRISTINE FOR LI-FRAUMENI SYNDROME (DRUG USE FOR UNAPPROVED INDICATION WITH NO ADVERSE EVENT),Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39740,NORMOCYTIC ANAEMIA,Normocytic anaemia,NORMOCYTIC ANAEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029784,10029784,10029784
39766,MULTIPLE ORGAN FAILURE FOLLOWING VENTILATOR ASSOCIATED PNEUMONIA,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
39778,MULTI-ORGAN FAILURE,Multi-organ failure,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
39879,CARBAMAZEPINE USED FOR SUNCT,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
39900,CUTANEOUS NOCARDIOSIS,cutaneous nocardiosis,CUTANEOUS NOCARDIOSIS,CUTANEOUS NOCARDIOSIS,NOCARDIA INFECTIONS,BACTERIAL INFECTIOUS DISORDERS,10021881,10080436,10080436,10080436
40005,"CONTENTS OF THE REPERFUSATE (STARCH, ALLOPURINOL, ADENOSINE AND PENICILLIN) FROM THE GRAFT LIVER",Exposure via transplant,EXPOSURE VIA TRANSPLANT,EXPOSURE VIA TRANSPLANT,PATHWAYS AND SOURCES OF EXPOSURE,"EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10079736,10079736,10079736
40009,GAMBLING ADDICTION,gambling addiction,GAMBLING ADDICTION,GAMBLING DISORDER,SUBSTANCE RELATED AND ADDICTIVE DISORDERS,PSYCHIATRIC DISORDERS NEC,10037175,10017656,10078070,10017656
40072,LOMUSTINE USED FOR ACUTE MYELOID LEUKEMIA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
40094,CHRONIC PANCREATIC INSUFFICIENCY DUE TO HYPERSENSITIVITY SYNDROME REACTION,pancreatic insufficiency,PANCREATIC INSUFFICIENCY,PANCREATIC FAILURE,PANCREATIC DISORDERS NEC,EXOCRINE PANCREAS CONDITIONS,10017947,10033628,10079281,10033628
40160,SPRUE-LIKE ENTEROPATHY ASSOCIATED TO TAKING OLMESARTAN,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
40222,ACETYLSALICYLIC ACID WAS USED IN PREGNANCY-INDUCED HYPERTENSION,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
40300,CITALOPRAM USED FOR NARCOLEPSY (OFF LABEL USE),Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
40347,OLANZAPINE USED FOR DEPRESSIVE DISORDER,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
40400,MULTIPLE ORGAN DYSFUNCTION SYNDROME FOLLOWING SEPTIC SHOCK AND MULTIPLE ORGAN HEMORRHAGE,Multiple organ dysfunction syndrome,MULTIPLE ORGAN DYSFUNCTION SYNDROME,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10077361,10077361,10077361
40545,PREDNISONE FOR HEART TRANSPLANT,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
40579,REACTION TO DRUG EXCIPIENT,reaction to drug excipient,REACTION TO DRUG EXCIPIENT,REACTION TO EXCIPIENT,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10037975,10079925,10037975
40606,NORMOCYTIC ANEMIA,normocytic anemia,NORMOCYTIC ANEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029785,10029784,10029785
40611,NON-RESPONDER TO TREATMENT,No therapeutic response ,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
40618,NO SIGNS OF RECOVERY IN THE PATIENT'S PANCYTOPENIA,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
40639,MULTIPLE ORGAN TOXICITY,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
40640,ABRUPTLY COMBATIVE AND THREATENING WITH STAFF.,Patient uncooperative,PATIENT UNCOOPERATIVE,PATIENT UNCOOPERATIVE,SOCIAL ISSUES NEC,LIFESTYLE ISSUES,10041244,10077706,10077706,10077706
40671,DISCONTINUED THE MEDICATION AFTER 14 DAYS,intentional dose omission,INTENTIONAL DOSE OMISSION,INTENTIONAL DOSE OMISSION,INTENTIONAL PRODUCT USE ISSUES,OFF LABEL USES AND INTENTIONAL PRODUCT MISUSES/USE ISSUES,10022117,10079221,10079221,10079221
40762,IRREGULAR DEFECTION,Defecation disorder,DEFECATION DISORDER,DEFAECATION DISORDER,GASTROINTESTINAL DYSKINETIC DISORDERS,GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS,10017947,10079939,10079938,10079939
40763,HYPOMIMIA,Reduced facial expression,REDUCED FACIAL EXPRESSION,REDUCED FACIAL EXPRESSION,PARKINSON'S DISEASE AND PARKINSONISM,MOVEMENT DISORDERS (INCL PARKINSONISM),10029205,10078576,10078576,10078576
40830,CONTRAINDICATED DRUG ADMINISTERED,Contraindicated drug administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
40891,REFRACTORY GRAFT VERSUS HOST DISEASE (NO THERAPEUTIC RESPONSE),No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
40901,EDEMA AND ERYTHEMA OF THE LARGE LIPS,Lip erythema,LIP ERYTHEMA,LIP ERYTHEMA,ORAL SOFT TISSUE SIGNS AND SYMPTOMS,ORAL SOFT TISSUE CONDITIONS,10017947,10080124,10080124,10080124
41005,PARTIAL VIROLOGICAL RESPONSE (38IU/ML),Therapy partial responder,THERAPY PARTIAL RESPONDER,THERAPY PARTIAL RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10078115,10078115,10078115
41138,"RITUXIMAB,CICLOSPORIN AND PREDNISONE USED FOR CHRONIC GRAFT VERSUS HOST DISEASE (CGVHD)",Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
41207,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
41209,VALPROATE USED FOR SCHIZOPHRENIA,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
41269,DROOPING ON THE RIGHT SIDE OF HIS MOUTH,Facial paralysis,FACIAL DROOP,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016044
41323,"MODERATE DEFICIT IN EXECUTIVE FUNCTIONS, VISUOSPATIAL ABILITY",Visuospatial deficit,VISUOSPATIAL DEFICIT,VISUOSPATIAL DEFICIT,CORTICAL DYSFUNCTION NEC,NEUROLOGICAL DISORDERS NEC,10029205,10080880,10080880,10080880
41338,TAKING ABILIFY MAINTENA FOR SCHIZOAFFECTIVE DISORDER,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
41344,OLMESARTAN INDUCED SPRUE LIKE ENTEROPATHY,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
41367,AMS,Hypobarism,ACUTE MOUNTAIN SICKNESS,HYPOBARISM,ATMOSPHERIC PRESSURE INJURIES,INJURIES BY PHYSICAL AGENTS,10022117,10028013,10077606,10000876
41450,RITUXIMAB AND BORTEZOMIB USED AS INDUCTION THERAPY FOR KIDNEY TRANSPLANT,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
41451,"PATIENT SHOWED MINIMAL IMPROVEMENT WITH METHYLPREDNISOLONE, IMMUNOGLOBULIN AND PLASMAPHERESIS",partial response,PARTIAL RESPONDER TO THERAPY,THERAPY PARTIAL RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10066429,10078115,10066429
41458,FIXED DRUG ERUPTION,Fixed eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
41464,"AORTIC, MITRAL, TRICUSPID VALVES THICKENING",Cardiac valve thickening,CARDIAC VALVE THICKENING,CARDIAC VALVE THICKENING,CARDIAC VALVE DISORDERS NEC,CARDIAC VALVE DISORDERS,10007541,10079587,10079587,10079587
41469,NONKETOTIC HYPERGLYCINEMIA,nonketotic hyperglycinaemia,NONKETOTIC HYPERGLYCINAEMIA,HYPERGLYCINAEMIA,INBORN ERRORS OF AMINO ACID METABOLISM,METABOLIC AND NUTRITIONAL DISORDERS CONGENITAL,10010331,10070639,10080883,10070639
